,file,cel,cla,flu,gac,gel,org,pia,sax,tru,vio,voi
1449,data/openmic/audio/150/150874_80640.ogg,0,0,0,0,0,0,0,1,0,0,0
1450,data/openmic/audio/136/136084_96000.ogg,0,0,0,0,0,0,1,0,0,0,0
1451,data/openmic/audio/067/067270_23040.ogg,0,0,0,0,0,0,0,1,0,0,0
1452,data/openmic/audio/111/111474_7680.ogg,0,0,0,0,0,0,0,1,0,0,0
1453,data/openmic/audio/153/153908_69120.ogg,0,0,0,0,0,1,0,0,0,0,0
1454,data/openmic/audio/065/065150_69120.ogg,0,0,0,0,0,0,0,0,0,1,0
1455,data/openmic/audio/108/108112_733440.ogg,0,0,1,0,0,0,0,0,0,0,0
1456,data/openmic/audio/052/052472_172800.ogg,0,0,0,0,0,0,0,0,0,1,0
1457,data/openmic/audio/028/028114_241920.ogg,0,0,0,0,0,0,1,0,0,0,0
1458,data/openmic/audio/009/009981_326400.ogg,0,0,0,0,0,0,1,0,0,0,0
1460,data/openmic/audio/118/118258_3840.ogg,0,0,0,0,0,0,0,0,0,1,0
1462,data/openmic/audio/138/138363_88320.ogg,0,0,1,0,0,0,0,0,0,0,0
1463,data/openmic/audio/035/035754_11520.ogg,0,0,0,0,0,0,0,0,0,0,1
1464,data/openmic/audio/072/072824_42240.ogg,0,0,0,0,0,0,0,0,0,1,0
1465,data/openmic/audio/066/066096_0.ogg,0,0,0,0,0,0,0,1,0,0,0
1466,data/openmic/audio/153/153188_30720.ogg,0,0,1,0,0,0,0,0,0,0,0
1467,data/openmic/audio/113/113025_99840.ogg,0,0,0,0,0,0,0,0,1,0,0
1469,data/openmic/audio/145/145683_149760.ogg,0,0,0,0,0,0,0,1,0,0,0
1470,data/openmic/audio/031/031694_72960.ogg,0,0,0,0,0,0,1,0,0,0,0
1471,data/openmic/audio/022/022576_257280.ogg,0,0,0,0,0,0,0,1,0,0,0
1472,data/openmic/audio/131/131607_752640.ogg,1,0,0,0,0,0,0,0,0,0,0
1473,data/openmic/audio/050/050613_430080.ogg,1,0,0,0,0,0,0,0,0,0,0
1474,data/openmic/audio/149/149255_261120.ogg,1,0,0,0,0,0,0,0,0,0,0
1475,data/openmic/audio/133/133805_61440.ogg,0,0,0,0,0,0,0,0,0,0,1
1476,data/openmic/audio/069/069238_99840.ogg,0,0,0,1,0,0,0,0,0,0,0
1477,data/openmic/audio/052/052253_42240.ogg,0,0,0,0,0,0,0,0,0,0,1
1478,data/openmic/audio/001/001930_207360.ogg,0,0,0,0,1,0,0,0,0,0,0
1479,data/openmic/audio/117/117827_253440.ogg,0,1,0,0,0,0,0,0,0,0,0
1481,data/openmic/audio/118/118954_96000.ogg,0,0,0,0,0,0,1,0,0,0,0
1482,data/openmic/audio/036/036982_353280.ogg,0,0,0,0,0,0,0,0,0,0,1
1484,data/openmic/audio/126/126554_257280.ogg,1,0,0,0,0,0,0,0,0,0,0
1486,data/openmic/audio/035/035217_38400.ogg,0,0,0,0,0,0,0,1,0,0,0
1487,data/openmic/audio/125/125456_188160.ogg,0,0,0,0,0,0,0,0,0,1,0
1488,data/openmic/audio/005/005034_161280.ogg,0,0,0,0,0,0,0,0,1,0,0
1489,data/openmic/audio/058/058861_299520.ogg,0,0,0,0,0,1,0,0,0,0,0
1492,data/openmic/audio/141/141853_84480.ogg,0,0,0,0,0,0,0,0,0,0,1
1493,data/openmic/audio/050/050818_11520.ogg,0,0,0,0,1,0,0,0,0,0,0
1494,data/openmic/audio/083/083812_42240.ogg,0,1,0,0,0,0,0,0,0,0,0
1495,data/openmic/audio/107/107493_606720.ogg,1,0,0,0,0,0,0,0,0,0,0
1496,data/openmic/audio/155/155193_145920.ogg,1,0,0,0,0,0,0,0,0,0,0
1497,data/openmic/audio/077/077317_7680.ogg,0,0,0,0,0,0,1,0,0,0,0
1498,data/openmic/audio/020/020211_852480.ogg,0,0,0,0,0,0,0,0,0,1,0
1500,data/openmic/audio/096/096168_115200.ogg,0,1,0,0,0,0,0,0,0,0,0
1501,data/openmic/audio/060/060534_88320.ogg,0,0,0,0,0,0,0,0,1,0,0
1503,data/openmic/audio/070/070260_7680.ogg,0,0,0,0,0,0,1,0,0,0,0
1504,data/openmic/audio/011/011345_107520.ogg,0,0,0,0,0,0,0,0,0,0,1
1505,data/openmic/audio/033/033514_11520.ogg,0,0,0,0,0,0,0,0,0,0,1
1506,data/openmic/audio/110/110472_395520.ogg,0,0,0,0,0,0,0,1,0,0,0
1507,data/openmic/audio/040/040572_130560.ogg,0,0,0,0,0,0,0,0,0,0,1
1508,data/openmic/audio/093/093684_157440.ogg,0,0,0,0,0,0,0,0,0,0,1
1509,data/openmic/audio/091/091350_798720.ogg,0,1,0,0,0,0,0,0,0,0,0
1510,data/openmic/audio/041/041373_311040.ogg,0,0,0,0,0,0,0,0,0,0,1
1511,data/openmic/audio/130/130664_46080.ogg,0,0,0,1,0,0,0,0,0,0,0
1512,data/openmic/audio/019/019665_96000.ogg,0,0,0,1,0,0,0,0,0,0,0
1513,data/openmic/audio/058/058716_7680.ogg,0,0,0,0,0,1,0,0,0,0,0
1514,data/openmic/audio/028/028118_49920.ogg,0,0,0,0,0,0,1,0,0,0,0
1516,data/openmic/audio/083/083709_76800.ogg,0,0,0,0,0,0,0,0,0,0,1
1517,data/openmic/audio/145/145710_203520.ogg,0,0,0,0,0,0,0,0,0,0,1
1518,data/openmic/audio/015/015139_176640.ogg,0,0,0,0,0,0,0,0,1,0,0
1519,data/openmic/audio/047/047467_307200.ogg,0,0,0,0,1,0,0,0,0,0,0
1520,data/openmic/audio/065/065337_42240.ogg,0,0,0,0,0,0,0,0,0,1,0
1521,data/openmic/audio/003/003809_360960.ogg,0,0,0,0,0,0,0,0,0,1,0
1522,data/openmic/audio/019/019301_61440.ogg,0,0,0,0,0,0,0,0,0,1,0
1523,data/openmic/audio/024/024692_72960.ogg,0,0,0,0,0,0,0,0,0,1,0
1524,data/openmic/audio/069/069053_180480.ogg,0,0,0,0,0,0,0,0,1,0,0
1525,data/openmic/audio/010/010357_19200.ogg,0,0,0,0,0,0,0,0,1,0,0
1527,data/openmic/audio/034/034340_69120.ogg,0,1,0,0,0,0,0,0,0,0,0
1528,data/openmic/audio/010/010035_253440.ogg,1,0,0,0,0,0,0,0,0,0,0
1530,data/openmic/audio/080/080144_307200.ogg,0,0,0,0,0,0,1,0,0,0,0
1531,data/openmic/audio/094/094140_107520.ogg,0,0,0,0,0,0,0,0,0,0,1
1532,data/openmic/audio/123/123283_15360.ogg,0,0,0,0,0,0,0,1,0,0,0
1533,data/openmic/audio/071/071127_119040.ogg,1,0,0,0,0,0,0,0,0,0,0
1534,data/openmic/audio/041/041319_15360.ogg,0,1,0,0,0,0,0,0,0,0,0
1535,data/openmic/audio/030/030386_76800.ogg,0,0,0,0,0,0,1,0,0,0,0
1536,data/openmic/audio/107/107912_161280.ogg,0,0,1,0,0,0,0,0,0,0,0
1537,data/openmic/audio/066/066620_168960.ogg,0,0,0,0,0,1,0,0,0,0,0
1538,data/openmic/audio/103/103774_23040.ogg,0,0,0,0,0,0,0,0,0,0,1
1539,data/openmic/audio/135/135946_145920.ogg,0,0,0,0,0,1,0,0,0,0,0
1540,data/openmic/audio/098/098327_115200.ogg,0,0,0,0,0,0,0,1,0,0,0
1541,data/openmic/audio/019/019379_26880.ogg,0,0,0,0,1,0,0,0,0,0,0
1542,data/openmic/audio/051/051876_76800.ogg,0,0,0,0,0,0,0,1,0,0,0
1543,data/openmic/audio/046/046053_226560.ogg,0,0,0,0,0,0,0,0,0,1,0
1544,data/openmic/audio/120/120530_34560.ogg,0,0,0,0,0,0,1,0,0,0,0
1545,data/openmic/audio/057/057726_99840.ogg,0,0,0,0,0,0,0,0,1,0,0
1546,data/openmic/audio/071/071573_53760.ogg,1,0,0,0,0,0,0,0,0,0,0
1547,data/openmic/audio/141/141609_80640.ogg,0,0,0,0,0,0,0,0,0,0,1
1548,data/openmic/audio/051/051798_49920.ogg,0,0,0,0,0,0,0,0,0,0,1
1549,data/openmic/audio/076/076067_3840.ogg,0,0,0,0,0,0,0,0,0,1,0
1550,data/openmic/audio/144/144977_15360.ogg,0,0,0,0,0,0,1,0,0,0,0
1551,data/openmic/audio/003/003911_130560.ogg,0,0,0,1,0,0,0,0,0,0,0
1552,data/openmic/audio/107/107218_176640.ogg,0,0,0,0,0,0,0,0,0,0,1
1553,data/openmic/audio/017/017940_487680.ogg,0,0,1,0,0,0,0,0,0,0,0
1554,data/openmic/audio/143/143857_65280.ogg,0,0,0,0,0,1,0,0,0,0,0
1556,data/openmic/audio/106/106123_387840.ogg,0,0,1,0,0,0,0,0,0,0,0
1557,data/openmic/audio/150/150086_72960.ogg,0,0,0,0,0,0,0,0,1,0,0
1558,data/openmic/audio/149/149250_142080.ogg,1,0,0,0,0,0,0,0,0,0,0
1559,data/openmic/audio/027/027820_130560.ogg,0,0,0,0,0,0,0,0,0,1,0
1560,data/openmic/audio/129/129425_7680.ogg,0,0,0,1,0,0,0,0,0,0,0
1561,data/openmic/audio/101/101976_307200.ogg,0,0,0,0,0,1,0,0,0,0,0
1562,data/openmic/audio/033/033634_161280.ogg,0,0,0,0,0,1,0,0,0,0,0
1563,data/openmic/audio/053/053587_318720.ogg,0,0,0,0,0,0,0,0,0,0,1
1564,data/openmic/audio/105/105102_26880.ogg,0,0,0,0,1,0,0,0,0,0,0
1565,data/openmic/audio/011/011541_88320.ogg,0,0,0,0,0,0,0,0,0,0,1
1567,data/openmic/audio/022/022590_0.ogg,0,0,0,0,0,0,0,0,1,0,0
1568,data/openmic/audio/137/137233_426240.ogg,0,0,0,0,0,1,0,0,0,0,0
1569,data/openmic/audio/047/047053_46080.ogg,0,0,1,0,0,0,0,0,0,0,0
1571,data/openmic/audio/110/110439_119040.ogg,0,0,0,1,0,0,0,0,0,0,0
1572,data/openmic/audio/016/016655_96000.ogg,0,0,0,0,0,0,0,1,0,0,0
1573,data/openmic/audio/007/007497_107520.ogg,0,0,0,0,0,0,0,0,0,0,1
1574,data/openmic/audio/044/044298_253440.ogg,0,0,0,0,0,0,0,1,0,0,0
1576,data/openmic/audio/079/079906_199680.ogg,0,0,0,0,0,0,1,0,0,0,0
1577,data/openmic/audio/049/049462_456960.ogg,0,0,0,0,0,1,0,0,0,0,0
1578,data/openmic/audio/057/057405_92160.ogg,1,0,0,0,0,0,0,0,0,0,0
1579,data/openmic/audio/038/038771_57600.ogg,0,0,0,0,0,0,0,0,0,0,1
1580,data/openmic/audio/062/062531_69120.ogg,0,0,0,0,0,0,0,1,0,0,0
1583,data/openmic/audio/048/048043_76800.ogg,0,0,0,0,0,0,1,0,0,0,0
1585,data/openmic/audio/053/053817_69120.ogg,0,0,0,0,0,0,1,0,0,0,0
1586,data/openmic/audio/060/060760_99840.ogg,0,0,0,0,0,0,0,0,0,1,0
1587,data/openmic/audio/112/112812_787200.ogg,0,0,0,0,0,0,0,0,0,1,0
1588,data/openmic/audio/085/085896_72960.ogg,1,0,0,0,0,0,0,0,0,0,0
1590,data/openmic/audio/034/034897_84480.ogg,0,0,0,0,0,0,0,0,0,0,1
1591,data/openmic/audio/064/064694_69120.ogg,0,0,0,0,0,0,0,0,0,0,1
1592,data/openmic/audio/154/154522_38400.ogg,0,0,0,0,0,0,0,1,0,0,0
1593,data/openmic/audio/132/132504_184320.ogg,0,0,0,0,0,1,0,0,0,0,0
1594,data/openmic/audio/117/117733_119040.ogg,0,0,0,0,0,0,0,0,0,1,0
1595,data/openmic/audio/086/086783_49920.ogg,0,0,0,0,0,0,0,1,0,0,0
1597,data/openmic/audio/066/066695_1048320.ogg,1,0,0,0,0,0,0,0,0,0,0
1598,data/openmic/audio/121/121879_103680.ogg,0,0,0,0,0,0,0,0,0,0,1
1599,data/openmic/audio/133/133672_30720.ogg,0,0,1,0,0,0,0,0,0,0,0
1602,data/openmic/audio/077/077543_38400.ogg,0,0,1,0,0,0,0,0,0,0,0
1603,data/openmic/audio/033/033125_11520.ogg,0,0,1,0,0,0,0,0,0,0,0
1604,data/openmic/audio/013/013971_211200.ogg,0,0,0,0,0,0,1,0,0,0,0
1605,data/openmic/audio/011/011323_96000.ogg,0,0,0,0,0,0,1,0,0,0,0
1606,data/openmic/audio/068/068235_330240.ogg,0,0,0,0,0,0,0,1,0,0,0
1607,data/openmic/audio/133/133639_138240.ogg,0,0,0,1,0,0,0,0,0,0,0
1608,data/openmic/audio/124/124744_107520.ogg,0,0,0,0,0,0,0,0,0,0,1
1609,data/openmic/audio/071/071172_195840.ogg,0,0,0,0,0,0,0,0,0,1,0
1610,data/openmic/audio/066/066135_165120.ogg,0,0,0,0,0,0,0,0,0,0,1
1611,data/openmic/audio/018/018236_65280.ogg,0,0,0,0,0,0,0,1,0,0,0
1612,data/openmic/audio/081/081587_84480.ogg,0,0,0,0,0,0,0,0,1,0,0
1614,data/openmic/audio/126/126180_145920.ogg,0,0,0,0,0,0,0,0,0,1,0
1615,data/openmic/audio/120/120773_88320.ogg,1,0,0,0,0,0,0,0,0,0,0
1616,data/openmic/audio/007/007118_26880.ogg,0,0,1,0,0,0,0,0,0,0,0
1617,data/openmic/audio/064/064924_249600.ogg,0,0,0,0,0,0,0,1,0,0,0
1618,data/openmic/audio/120/120906_403200.ogg,0,0,0,0,0,0,1,0,0,0,0
1619,data/openmic/audio/113/113627_168960.ogg,0,0,0,0,1,0,0,0,0,0,0
1620,data/openmic/audio/092/092856_107520.ogg,0,0,0,0,0,0,0,0,0,0,1
1621,data/openmic/audio/081/081380_119040.ogg,0,0,0,1,0,0,0,0,0,0,0
1622,data/openmic/audio/068/068820_3840.ogg,0,0,0,0,1,0,0,0,0,0,0
1623,data/openmic/audio/034/034342_30720.ogg,0,0,0,0,0,0,0,0,0,1,0
1625,data/openmic/audio/017/017688_983040.ogg,0,0,0,0,0,0,1,0,0,0,0
1627,data/openmic/audio/001/001299_149760.ogg,0,0,0,0,0,0,0,0,0,0,1
1628,data/openmic/audio/121/121801_0.ogg,0,0,0,0,0,0,1,0,0,0,0
1629,data/openmic/audio/116/116765_188160.ogg,0,1,0,0,0,0,0,0,0,0,0
1630,data/openmic/audio/020/020952_698880.ogg,0,1,0,0,0,0,0,0,0,0,0
1631,data/openmic/audio/135/135743_7680.ogg,0,0,1,0,0,0,0,0,0,0,0
1632,data/openmic/audio/059/059035_96000.ogg,0,0,0,0,0,1,0,0,0,0,0
1633,data/openmic/audio/151/151107_34560.ogg,0,0,0,0,0,0,0,0,0,1,0
1636,data/openmic/audio/059/059577_165120.ogg,0,0,0,0,0,0,1,0,0,0,0
1637,data/openmic/audio/065/065785_34560.ogg,0,0,0,0,0,0,1,0,0,0,0
1639,data/openmic/audio/144/144546_176640.ogg,0,0,0,0,0,0,0,0,0,0,1
1640,data/openmic/audio/110/110384_84480.ogg,0,0,0,1,0,0,0,0,0,0,0
1641,data/openmic/audio/080/080105_107520.ogg,0,0,0,0,0,0,0,0,0,0,1
1642,data/openmic/audio/111/111869_330240.ogg,0,0,0,0,0,0,1,0,0,0,0
1643,data/openmic/audio/012/012481_399360.ogg,0,0,0,0,0,0,0,0,0,0,1
1644,data/openmic/audio/134/134352_34560.ogg,0,0,1,0,0,0,0,0,0,0,0
1645,data/openmic/audio/029/029136_61440.ogg,0,0,0,0,0,0,0,0,0,0,1
1646,data/openmic/audio/014/014531_107520.ogg,0,0,0,0,1,0,0,0,0,0,0
1648,data/openmic/audio/012/012106_145920.ogg,1,0,0,0,0,0,0,0,0,0,0
1649,data/openmic/audio/084/084864_122880.ogg,0,0,0,0,0,0,1,0,0,0,0
1650,data/openmic/audio/079/079884_261120.ogg,0,0,0,0,0,0,0,0,1,0,0
1651,data/openmic/audio/151/151840_529920.ogg,1,0,0,0,0,0,0,0,0,0,0
1652,data/openmic/audio/010/010515_153600.ogg,0,0,0,0,0,0,0,0,0,1,0
1653,data/openmic/audio/112/112817_215040.ogg,0,0,0,0,0,0,0,0,0,1,0
1654,data/openmic/audio/116/116322_341760.ogg,0,0,0,0,0,0,0,0,0,1,0
1655,data/openmic/audio/092/092404_19200.ogg,0,0,0,0,0,0,0,0,0,1,0
1656,data/openmic/audio/106/106807_579840.ogg,1,0,0,0,0,0,0,0,0,0,0
1657,data/openmic/audio/012/012125_88320.ogg,0,0,0,0,1,0,0,0,0,0,0
1659,data/openmic/audio/021/021064_103680.ogg,0,0,0,0,0,0,1,0,0,0,0
1660,data/openmic/audio/058/058792_61440.ogg,0,0,0,0,0,1,0,0,0,0,0
1661,data/openmic/audio/016/016446_533760.ogg,0,0,0,0,0,0,0,1,0,0,0
1662,data/openmic/audio/035/035223_0.ogg,0,0,0,0,0,0,1,0,0,0,0
1663,data/openmic/audio/123/123166_165120.ogg,0,0,0,0,0,0,0,0,0,0,1
1664,data/openmic/audio/145/145206_168960.ogg,0,0,0,0,0,0,0,0,0,1,0
1665,data/openmic/audio/023/023433_7680.ogg,0,0,0,0,0,0,0,0,1,0,0
1666,data/openmic/audio/011/011427_261120.ogg,0,0,0,0,0,0,1,0,0,0,0
1667,data/openmic/audio/052/052049_115200.ogg,0,0,0,0,0,0,0,0,1,0,0
1668,data/openmic/audio/034/034458_42240.ogg,0,0,0,0,0,0,0,0,0,0,1
1669,data/openmic/audio/050/050289_241920.ogg,0,0,0,0,0,0,0,0,0,0,1
1670,data/openmic/audio/139/139534_23040.ogg,0,0,0,0,0,0,0,0,1,0,0
1671,data/openmic/audio/139/139810_280320.ogg,0,0,0,0,0,0,0,0,0,1,0
1672,data/openmic/audio/128/128952_526080.ogg,0,1,0,0,0,0,0,0,0,0,0
1674,data/openmic/audio/151/151716_257280.ogg,0,0,0,0,0,0,0,0,0,1,0
1675,data/openmic/audio/059/059721_96000.ogg,0,0,0,0,0,0,0,0,0,1,0
1676,data/openmic/audio/058/058818_46080.ogg,0,0,0,0,0,1,0,0,0,0,0
1677,data/openmic/audio/043/043473_30720.ogg,0,0,0,0,0,0,0,0,0,0,1
1678,data/openmic/audio/018/018156_230400.ogg,0,0,0,0,0,0,1,0,0,0,0
1679,data/openmic/audio/017/017218_30720.ogg,0,0,0,0,0,0,0,0,0,1,0
1680,data/openmic/audio/135/135790_15360.ogg,0,0,0,1,0,0,0,0,0,0,0
1681,data/openmic/audio/030/030686_510720.ogg,0,0,0,0,0,0,0,0,1,0,0
1682,data/openmic/audio/136/136694_65280.ogg,0,0,0,0,0,0,1,0,0,0,0
1683,data/openmic/audio/058/058964_46080.ogg,0,0,0,0,0,1,0,0,0,0,0
1684,data/openmic/audio/129/129144_291840.ogg,0,1,0,0,0,0,0,0,0,0,0
1685,data/openmic/audio/118/118065_134400.ogg,0,0,0,0,0,0,0,0,0,1,0
1686,data/openmic/audio/043/043216_115200.ogg,0,0,1,0,0,0,0,0,0,0,0
1687,data/openmic/audio/108/108652_142080.ogg,0,0,0,0,0,0,0,0,1,0,0
1688,data/openmic/audio/109/109434_23040.ogg,0,0,1,0,0,0,0,0,0,0,0
1689,data/openmic/audio/011/011347_61440.ogg,0,0,0,0,0,0,0,0,0,0,1
1690,data/openmic/audio/043/043677_46080.ogg,0,0,0,0,0,0,0,1,0,0,0
1691,data/openmic/audio/027/027695_207360.ogg,0,0,0,0,0,0,0,0,1,0,0
1692,data/openmic/audio/148/148553_157440.ogg,0,0,0,0,0,0,0,1,0,0,0
1693,data/openmic/audio/145/145511_76800.ogg,0,0,0,1,0,0,0,0,0,0,0
1694,data/openmic/audio/128/128890_15360.ogg,0,0,0,1,0,0,0,0,0,0,0
1695,data/openmic/audio/076/076126_38400.ogg,0,0,0,0,0,0,0,0,0,1,0
1696,data/openmic/audio/059/059872_211200.ogg,0,0,0,0,0,0,0,0,1,0,0
1697,data/openmic/audio/152/152275_103680.ogg,0,0,1,0,0,0,0,0,0,0,0
1699,data/openmic/audio/098/098651_149760.ogg,0,1,0,0,0,0,0,0,0,0,0
1700,data/openmic/audio/083/083260_115200.ogg,0,0,0,0,0,0,0,0,0,0,1
1701,data/openmic/audio/005/005955_1486080.ogg,0,1,0,0,0,0,0,0,0,0,0
1702,data/openmic/audio/042/042964_691200.ogg,0,0,0,0,0,0,0,0,0,0,1
1703,data/openmic/audio/026/026340_145920.ogg,1,0,0,0,0,0,0,0,0,0,0
1704,data/openmic/audio/149/149086_103680.ogg,0,0,0,0,0,0,1,0,0,0,0
1705,data/openmic/audio/064/064879_184320.ogg,0,0,0,0,0,0,0,1,0,0,0
1706,data/openmic/audio/051/051206_99840.ogg,0,0,0,0,0,0,0,0,0,0,1
1707,data/openmic/audio/134/134930_7680.ogg,0,0,0,0,0,0,0,0,0,1,0
1708,data/openmic/audio/150/150156_69120.ogg,0,0,0,0,0,0,0,0,1,0,0
1709,data/openmic/audio/106/106360_384000.ogg,0,0,0,0,0,0,0,1,0,0,0
1711,data/openmic/audio/027/027967_119040.ogg,0,0,1,0,0,0,0,0,0,0,0
1712,data/openmic/audio/140/140499_7680.ogg,0,0,0,0,0,1,0,0,0,0,0
1713,data/openmic/audio/087/087090_84480.ogg,0,0,0,0,0,0,1,0,0,0,0
1714,data/openmic/audio/064/064977_341760.ogg,0,0,0,0,0,0,0,0,0,1,0
1716,data/openmic/audio/148/148240_49920.ogg,0,0,0,0,0,0,0,0,0,0,1
1717,data/openmic/audio/038/038781_65280.ogg,0,0,0,0,0,0,0,0,0,1,0
1718,data/openmic/audio/013/013064_299520.ogg,0,0,0,0,0,0,0,1,0,0,0
1719,data/openmic/audio/005/005481_38400.ogg,0,0,0,0,0,0,0,0,0,0,1
1720,data/openmic/audio/074/074351_253440.ogg,0,0,0,0,0,0,0,0,0,0,1
1721,data/openmic/audio/108/108468_230400.ogg,0,0,0,0,0,0,1,0,0,0,0
1722,data/openmic/audio/069/069052_49920.ogg,0,0,0,0,0,0,0,0,1,0,0
1724,data/openmic/audio/107/107231_7680.ogg,0,0,0,0,0,0,0,0,0,0,1
1725,data/openmic/audio/074/074255_3840.ogg,0,0,1,0,0,0,0,0,0,0,0
1726,data/openmic/audio/004/004014_299520.ogg,0,0,0,0,0,0,0,0,0,1,0
1727,data/openmic/audio/074/074045_57600.ogg,0,0,0,0,0,0,1,0,0,0,0
1728,data/openmic/audio/092/092950_65280.ogg,1,0,0,0,0,0,0,0,0,0,0
1729,data/openmic/audio/091/091207_161280.ogg,0,0,0,0,0,0,0,1,0,0,0
1730,data/openmic/audio/026/026531_153600.ogg,0,0,0,0,0,0,0,1,0,0,0
1731,data/openmic/audio/094/094643_122880.ogg,0,0,0,0,0,0,0,0,0,0,1
1733,data/openmic/audio/138/138900_111360.ogg,0,0,0,0,0,0,0,1,0,0,0
1734,data/openmic/audio/098/098283_211200.ogg,0,0,1,0,0,0,0,0,0,0,0
1735,data/openmic/audio/064/064443_72960.ogg,0,0,0,0,0,0,0,0,1,0,0
1736,data/openmic/audio/068/068948_65280.ogg,0,0,0,0,0,0,0,1,0,0,0
1737,data/openmic/audio/059/059130_245760.ogg,0,0,0,0,0,0,0,0,0,1,0
1738,data/openmic/audio/113/113336_334080.ogg,0,0,1,0,0,0,0,0,0,0,0
1739,data/openmic/audio/038/038744_122880.ogg,1,0,0,0,0,0,0,0,0,0,0
1740,data/openmic/audio/005/005036_142080.ogg,0,1,0,0,0,0,0,0,0,0,0
1741,data/openmic/audio/082/082091_441600.ogg,1,0,0,0,0,0,0,0,0,0,0
1742,data/openmic/audio/054/054326_1121280.ogg,0,0,0,0,0,0,0,0,1,0,0
1743,data/openmic/audio/036/036702_149760.ogg,0,0,0,0,0,0,0,0,0,0,1
1744,data/openmic/audio/130/130249_11520.ogg,0,0,0,0,0,0,1,0,0,0,0
1745,data/openmic/audio/055/055531_821760.ogg,0,0,0,0,0,0,0,0,1,0,0
1747,data/openmic/audio/119/119816_26880.ogg,0,0,0,0,0,0,1,0,0,0,0
1748,data/openmic/audio/081/081336_30720.ogg,0,0,0,0,0,0,0,0,0,0,1
1750,data/openmic/audio/096/096493_96000.ogg,0,0,0,0,0,0,0,0,1,0,0
1751,data/openmic/audio/135/135262_257280.ogg,1,0,0,0,0,0,0,0,0,0,0
1752,data/openmic/audio/049/049365_188160.ogg,0,0,0,0,0,0,0,0,1,0,0
1753,data/openmic/audio/083/083811_384000.ogg,0,0,0,0,0,0,0,1,0,0,0
1754,data/openmic/audio/092/092004_103680.ogg,0,0,0,0,0,0,0,0,1,0,0
1756,data/openmic/audio/041/041397_49920.ogg,0,0,0,0,0,0,0,0,1,0,0
1757,data/openmic/audio/120/120624_111360.ogg,0,0,1,0,0,0,0,0,0,0,0
1758,data/openmic/audio/134/134143_46080.ogg,0,0,0,0,0,0,0,1,0,0,0
1759,data/openmic/audio/115/115666_207360.ogg,0,0,0,0,0,0,0,1,0,0,0
1760,data/openmic/audio/098/098418_26880.ogg,1,0,0,0,0,0,0,0,0,0,0
1762,data/openmic/audio/007/007113_49920.ogg,0,0,1,0,0,0,0,0,0,0,0
1763,data/openmic/audio/112/112105_3840.ogg,0,0,0,1,0,0,0,0,0,0,0
1764,data/openmic/audio/151/151275_138240.ogg,0,0,0,0,0,0,0,0,0,1,0
1765,data/openmic/audio/110/110352_756480.ogg,0,0,0,0,0,0,0,0,1,0,0
1767,data/openmic/audio/013/013022_42240.ogg,0,0,0,0,0,0,0,1,0,0,0
1768,data/openmic/audio/006/006787_153600.ogg,0,0,0,0,0,0,0,0,0,1,0
1769,data/openmic/audio/033/033597_195840.ogg,0,0,0,0,0,0,0,0,1,0,0
1770,data/openmic/audio/027/027357_188160.ogg,0,0,0,0,0,0,0,0,1,0,0
1771,data/openmic/audio/056/056174_145920.ogg,0,0,0,0,0,0,0,1,0,0,0
1772,data/openmic/audio/020/020317_241920.ogg,0,0,0,0,0,0,0,0,0,1,0
1773,data/openmic/audio/058/058773_111360.ogg,0,0,0,0,0,1,0,0,0,0,0
1774,data/openmic/audio/010/010367_46080.ogg,0,0,0,0,0,0,0,0,1,0,0
1775,data/openmic/audio/041/041947_15360.ogg,0,0,0,0,0,0,1,0,0,0,0
1776,data/openmic/audio/068/068217_30720.ogg,0,0,0,0,0,0,0,1,0,0,0
1777,data/openmic/audio/045/045151_0.ogg,0,0,0,0,0,0,0,0,0,1,0
1778,data/openmic/audio/064/064361_72960.ogg,0,0,0,0,0,0,0,1,0,0,0
1779,data/openmic/audio/058/058854_195840.ogg,0,0,0,0,0,1,0,0,0,0,0
1781,data/openmic/audio/035/035863_126720.ogg,0,1,0,0,0,0,0,0,0,0,0
1782,data/openmic/audio/061/061528_34560.ogg,0,0,0,0,0,0,0,0,0,0,1
1783,data/openmic/audio/019/019706_0.ogg,0,0,0,1,0,0,0,0,0,0,0
1784,data/openmic/audio/045/045141_88320.ogg,0,0,0,0,0,0,0,0,0,0,1
1785,data/openmic/audio/108/108388_238080.ogg,0,1,0,0,0,0,0,0,0,0,0
1786,data/openmic/audio/106/106791_345600.ogg,0,0,0,0,0,0,0,0,0,1,0
1787,data/openmic/audio/080/080668_211200.ogg,0,0,0,0,0,0,0,0,0,0,1
1788,data/openmic/audio/011/011406_26880.ogg,0,0,0,0,0,0,1,0,0,0,0
1790,data/openmic/audio/007/007049_172800.ogg,0,0,0,0,0,0,0,0,0,0,1
1791,data/openmic/audio/124/124886_161280.ogg,0,0,0,0,0,0,0,0,0,0,1
1793,data/openmic/audio/104/104656_161280.ogg,1,0,0,0,0,0,0,0,0,0,0
1794,data/openmic/audio/053/053829_0.ogg,0,0,0,0,0,0,1,0,0,0,0
1795,data/openmic/audio/058/058744_46080.ogg,0,0,0,0,0,1,0,0,0,0,0
1797,data/openmic/audio/119/119298_3840.ogg,0,0,0,0,0,0,1,0,0,0,0
1798,data/openmic/audio/032/032005_422400.ogg,1,0,0,0,0,0,0,0,0,0,0
